image_path,x,y,w,h
C2/12-1-9-submit-83063/060.png,731,205,520,520
C2/12-1-9-submit-83063/132.png,760,207,530,530
C2/12-1-9-submit-83063/084.png,744,192,544,544
C2/12-1-9-submit-83063/024.png,755,207,540,540
C2/12-1-9-submit-83063/138.png,761,215,522,522
C2/12-1-9-submit-83063/048.png,720,196,541,541
C2/12-1-9-submit-83063/090.png,750,195,539,539
C2/12-1-9-submit-83063/006.png,768,212,522,522
C2/12-1-9-submit-83063/078.png,737,196,544,544
C2/12-1-9-submit-83063/000.png,763,212,531,531
C2/12-1-9-submit-83063/120.png,760,203,526,526
C2/12-1-9-submit-83063/018.png,765,213,522,522
C2/12-1-9-submit-83063/066.png,732,199,527,527
C2/12-1-9-submit-83063/096.png,755,196,531,531
C2/12-1-9-submit-83063/114.png,758,200,527,527
C2/12-1-9-submit-83063/126.png,755,208,531,531
C2/12-1-9-submit-83063/042.png,764,217,511,511
C2/12-1-9-submit-83063/108.png,745,191,559,559
C2/12-1-9-submit-83485/030.png,760,209,534,534
C2/12-1-9-submit-83485/012.png,768,207,525,525
C2/12-1-9-submit-83485/144.png,765,204,515,515
C2/12-1-9-submit-83485/036.png,757,205,541,541
C2/12-1-9-submit-83485/054.png,713,171,556,556
C2/12-1-9-submit-83485/072.png,720,177,559,559
C2/12-1-9-submit-83485/102.png,738,181,566,566
C2/12-1-9-submit-83485/060.png,719,175,546,546
C2/12-1-9-submit-83485/132.png,758,205,521,521
C2/12-1-9-submit-83485/084.png,733,177,560,560
C2/12-1-9-submit-83485/024.png,752,200,548,548
C2/12-1-9-submit-83485/138.png,762,208,519,519
C2/12-1-9-submit-83485/048.png,706,174,574,574
C2/12-1-9-submit-83485/090.png,738,185,557,557
C2/12-1-9-submit-83485/006.png,763,202,533,533
C2/12-1-9-submit-83485/078.png,731,177,551,551
C2/12-1-9-submit-83485/000.png,758,205,537,537
C2/12-1-9-submit-83485/120.png,756,195,537,537
C2/12-1-9-submit-83485/018.png,756,201,543,543
C2/12-1-9-submit-83485/066.png,732,184,525,525
C2/12-1-9-submit-83485/096.png,728,179,572,572
C2/12-1-9-submit-83485/114.png,742,183,558,558
C2/12-1-9-submit-83485/126.png,763,204,516,516
C2/12-1-9-submit-83485/042.png,768,215,496,496
C2/12-1-9-submit-83485/108.png,741,181,565,565
C2/12-1-9-submit-83619/030.png,260,76,166,166
C2/12-1-9-submit-83619/012.png,262,78,161,161
C2/12-1-9-submit-83619/036.png,252,72,169,169
C2/12-1-9-submit-83619/054.png,247,68,169,169
C2/12-1-9-submit-83619/072.png,252,70,171,171
C2/12-1-9-submit-83619/102.png,257,74,169,169
C2/12-1-9-submit-83619/060.png,250,68,169,169
C2/12-1-9-submit-83619/084.png,256,72,164,164
C2/12-1-9-submit-83619/024.png,260,78,163,163
C2/12-1-9-submit-83619/048.png,243,63,179,179
C2/12-1-9-submit-83619/090.png,258,73,165,165
C2/12-1-9-submit-83619/006.png,262,77,163,163
C2/12-1-9-submit-83619/078.png,255,72,166,166
C2/12-1-9-submit-83619/000.png,262,78,161,161
C2/12-1-9-submit-83619/120.png,254,73,170,170
C2/12-1-9-submit-83619/018.png,260,77,165,165
C2/12-1-9-submit-83619/066.png,252,68,168,168
C2/12-1-9-submit-83619/096.png,255,72,168,168
C2/12-1-9-submit-83619/114.png,259,74,165,165
C2/12-1-9-submit-83619/042.png,246,68,169,169
C2/12-1-9-submit-83619/108.png,258,73,166,166
C2/12-2-4-submit-00000/030.png,826,340,416,416
C2/12-2-4-submit-00000/150.png,833,350,408,408
C2/12-2-4-submit-00000/012.png,828,348,405,405
C2/12-2-4-submit-00000/144.png,836,349,403,403
C2/12-2-4-submit-00000/036.png,823,339,415,415
C2/12-2-4-submit-00000/054.png,823,340,421,421
C2/12-2-4-submit-00000/072.png,830,352,411,411
C2/12-2-4-submit-00000/102.png,834,350,403,403
C2/12-2-4-submit-00000/060.png,823,340,422,422
C2/12-2-4-submit-00000/132.png,836,352,397,397
C2/12-2-4-submit-00000/084.png,831,345,418,418
C2/12-2-4-submit-00000/024.png,831,348,405,405
C2/12-2-4-submit-00000/138.png,834,348,405,405
C2/12-2-4-submit-00000/048.png,823,341,425,425
C2/12-2-4-submit-00000/090.png,828,343,414,414
C2/12-2-4-submit-00000/006.png,831,351,401,401
C2/12-2-4-submit-00000/078.png,833,358,405,405
C2/12-2-4-submit-00000/000.png,827,348,406,406
C2/12-2-4-submit-00000/120.png,840,353,398,398
C2/12-2-4-submit-00000/018.png,826,342,413,413
C2/12-2-4-submit-00000/066.png,826,348,415,415
C2/12-2-4-submit-00000/096.png,830,344,413,413
C2/12-2-4-submit-00000/114.png,833,349,405,405
C2/12-2-4-submit-00000/126.png,835,347,407,407
C2/12-2-4-submit-00000/042.png,833,352,404,404
C2/12-2-4-submit-00000/108.png,829,348,408,408
C2/12-2-4-submit-82495/030.png,829,345,399,399
C2/12-2-4-submit-82495/150.png,831,343,405,405
C2/12-2-4-submit-82495/012.png,829,345,401,401
C2/12-2-4-submit-82495/144.png,832,345,402,402
C2/12-2-4-submit-82495/036.png,828,345,398,398
C2/12-2-4-submit-82495/054.png,826,342,408,408
C2/12-2-4-submit-82495/072.png,832,351,400,400
C2/12-2-4-submit-82495/102.png,832,346,398,398
C2/12-2-4-submit-82495/060.png,830,345,404,404
C2/12-2-4-submit-82495/132.png,827,340,415,415
C2/12-2-4-submit-82495/084.png,830,342,410,410
C2/12-2-4-submit-82495/024.png,828,344,404,404
C2/12-2-4-submit-82495/138.png,829,343,408,408
C2/12-2-4-submit-82495/048.png,825,341,410,410
C2/12-2-4-submit-82495/090.png,830,343,406,406
C2/12-2-4-submit-82495/006.png,827,345,404,404
C2/12-2-4-submit-82495/078.png,829,352,401,401
C2/12-2-4-submit-82495/000.png,832,346,396,396
C2/12-2-4-submit-82495/120.png,827,339,409,409
C2/12-2-4-submit-82495/018.png,829,342,404,404
C2/12-2-4-submit-82495/066.png,828,347,405,405
C2/12-2-4-submit-82495/096.png,829,343,404,404
C2/12-2-4-submit-82495/114.png,829,344,408,408
C2/12-2-4-submit-82495/126.png,830,341,410,410
C2/12-2-4-submit-82495/042.png,832,347,398,398
C2/12-2-4-submit-82495/108.png,833,347,398,398
C2/12-2-4-submit-82501/030.png,825,341,411,411
C2/12-2-4-submit-82501/150.png,823,338,424,424
C2/12-2-4-submit-82501/012.png,828,346,406,406
C2/12-2-4-submit-82501/144.png,828,342,412,412
C2/12-2-4-submit-82501/036.png,826,342,405,405
C2/12-2-4-submit-82501/054.png,821,339,419,419
C2/12-2-4-submit-82501/072.png,832,355,399,399
C2/12-2-4-submit-82501/102.png,826,341,413,413
C2/12-2-4-submit-82501/060.png,826,341,417,417
C2/12-2-4-submit-82501/132.png,827,342,414,414
C2/12-2-4-submit-82501/084.png,825,339,419,419
C2/12-2-4-submit-82501/024.png,829,345,406,406
C2/12-2-4-submit-82501/138.png,823,339,421,421
C2/12-2-4-submit-82501/048.png,824,341,418,418
C2/12-2-4-submit-82501/090.png,826,341,416,416
C2/12-2-4-submit-82501/006.png,826,342,411,411
C2/12-2-4-submit-82501/078.png,829,350,409,409
C2/12-2-4-submit-82501/000.png,825,342,408,408
C2/12-2-4-submit-82501/120.png,829,344,410,410
C2/12-2-4-submit-82501/018.png,827,344,408,408
C2/12-2-4-submit-82501/066.png,816,338,431,431
C2/12-2-4-submit-82501/096.png,828,345,407,407
C2/12-2-4-submit-82501/114.png,824,340,418,418
C2/12-2-4-submit-82501/126.png,826,341,416,416
C2/12-2-4-submit-82501/042.png,825,341,418,418
C2/12-2-4-submit-82501/108.png,826,342,412,412
C2/12-2-4-submit-82882/030.png,827,338,409,409
C2/12-2-4-submit-82882/012.png,828,344,404,404
C2/12-2-4-submit-82882/144.png,835,346,399,399
C2/12-2-4-submit-82882/036.png,827,343,403,403
C2/12-2-4-submit-82882/054.png,820,337,423,423
C2/12-2-4-submit-82882/072.png,834,356,393,393
C2/12-2-4-submit-82882/102.png,829,345,400,400
C2/12-2-4-submit-82882/060.png,829,351,407,407
C2/12-2-4-submit-82882/132.png,836,351,395,395
C2/12-2-4-submit-82882/084.png,836,355,394,394
C2/12-2-4-submit-82882/024.png,830,347,400,400
C2/12-2-4-submit-82882/138.png,832,348,399,399
C2/12-2-4-submit-82882/048.png,827,346,406,406
C2/12-2-4-submit-82882/090.png,834,353,392,392
C2/12-2-4-submit-82882/006.png,828,355,403,403
C2/12-2-4-submit-82882/078.png,830,352,398,398
C2/12-2-4-submit-82882/000.png,831,346,394,394
C2/12-2-4-submit-82882/120.png,834,347,397,397
C2/12-2-4-submit-82882/018.png,834,348,395,395
C2/12-2-4-submit-82882/066.png,830,351,401,401
C2/12-2-4-submit-82882/096.png,835,349,397,397
C2/12-2-4-submit-82882/114.png,829,342,409,409
C2/12-2-4-submit-82882/126.png,835,350,395,395
C2/12-2-4-submit-82882/042.png,830,342,407,407
C2/12-2-4-submit-82882/108.png,832,349,398,398
C2/12-2-4-submit-82910/030.png,825,339,409,409
C2/12-2-4-submit-82910/150.png,831,341,411,411
C2/12-2-4-submit-82910/012.png,824,339,413,413
C2/12-2-4-submit-82910/144.png,832,340,407,407
C2/12-2-4-submit-82910/036.png,821,335,413,413
C2/12-2-4-submit-82910/054.png,822,337,415,415
C2/12-2-4-submit-82910/072.png,831,349,405,405
C2/12-2-4-submit-82910/102.png,828,344,403,403
C2/12-2-4-submit-82910/060.png,827,342,409,409
C2/12-2-4-submit-82910/132.png,830,341,408,408
C2/12-2-4-submit-82910/084.png,826,338,414,414
C2/12-2-4-submit-82910/024.png,826,343,404,404
C2/12-2-4-submit-82910/138.png,827,340,410,410
C2/12-2-4-submit-82910/048.png,829,342,406,406
C2/12-2-4-submit-82910/090.png,825,339,414,414
C2/12-2-4-submit-82910/006.png,833,346,395,395
C2/12-2-4-submit-82910/078.png,831,349,401,401
C2/12-2-4-submit-82910/000.png,822,336,416,416
C2/12-2-4-submit-82910/120.png,828,337,413,413
C2/12-2-4-submit-82910/018.png,825,340,409,409
C2/12-2-4-submit-82910/066.png,830,347,404,404
C2/12-2-4-submit-82910/096.png,827,339,411,411
C2/12-2-4-submit-82910/114.png,828,343,405,405
C2/12-2-4-submit-82910/126.png,830,340,410,410
C2/12-2-4-submit-82910/042.png,829,342,404,404
C2/12-2-4-submit-82910/108.png,831,346,396,396
C2/12-2-4-submit-82999/030.png,827,343,405,405
C2/12-2-4-submit-82999/150.png,831,345,409,409
C2/12-2-4-submit-82999/012.png,826,343,405,405
C2/12-2-4-submit-82999/144.png,832,345,406,406
C2/12-2-4-submit-82999/036.png,826,341,407,407
C2/12-2-4-submit-82999/054.png,821,336,423,423
C2/12-2-4-submit-82999/072.png,832,353,401,401
C2/12-2-4-submit-82999/102.png,823,337,419,419
C2/12-2-4-submit-82999/060.png,828,341,413,413
C2/12-2-4-submit-82999/132.png,826,341,417,417
C2/12-2-4-submit-82999/084.png,826,337,420,420
C2/12-2-4-submit-82999/024.png,824,339,413,413
C2/12-2-4-submit-82999/138.png,829,341,411,411
C2/12-2-4-submit-82999/048.png,827,342,415,415
C2/12-2-4-submit-82999/090.png,825,342,416,416
C2/12-2-4-submit-82999/006.png,826,342,409,409
C2/12-2-4-submit-82999/078.png,830,352,402,402
C2/12-2-4-submit-82999/000.png,826,344,405,405
C2/12-2-4-submit-82999/120.png,829,343,411,411
C2/12-2-4-submit-82999/018.png,826,343,409,409
C2/12-2-4-submit-82999/066.png,818,340,425,425
C2/12-2-4-submit-82999/096.png,828,340,413,413
C2/12-2-4-submit-82999/114.png,830,346,408,408
C2/12-2-4-submit-82999/126.png,831,344,407,407
C2/12-2-4-submit-82999/042.png,831,345,405,405
C2/12-2-4-submit-82999/108.png,826,341,418,418
C2/12-2-4-submit-83063/030.png,829,344,404,404
C2/12-2-4-submit-83063/012.png,834,350,392,392
C2/12-2-4-submit-83063/144.png,834,348,397,397
C2/12-2-4-submit-83063/036.png,829,344,403,403
C2/12-2-4-submit-83063/054.png,826,341,409,409
C2/12-2-4-submit-83063/072.png,833,351,399,399
C2/12-2-4-submit-83063/102.png,833,344,403,403
C2/12-2-4-submit-83063/060.png,834,346,398,398
C2/12-2-4-submit-83063/132.png,835,346,400,400
C2/12-2-4-submit-83063/084.png,833,345,404,404
C2/12-2-4-submit-83063/024.png,836,348,392,392
C2/12-2-4-submit-83063/138.png,831,345,406,406
C2/12-2-4-submit-83063/048.png,829,345,401,401
C2/12-2-4-submit-83063/090.png,832,346,399,399
C2/12-2-4-submit-83063/006.png,835,350,396,396
C2/12-2-4-submit-83063/078.png,830,350,401,401
C2/12-2-4-submit-83063/000.png,831,345,401,401
C2/12-2-4-submit-83063/120.png,833,343,402,402
C2/12-2-4-submit-83063/018.png,834,346,397,397
C2/12-2-4-submit-83063/066.png,828,349,403,403
C2/12-2-4-submit-83063/096.png,833,343,401,401
C2/12-2-4-submit-83063/114.png,831,343,406,406
C2/12-2-4-submit-83063/126.png,836,346,396,396
C2/12-2-4-submit-83063/042.png,831,348,399,399
C2/12-2-4-submit-83063/108.png,831,344,404,404
C2/12-2-4-submit-83485/030.png,818,335,419,419
C2/12-2-4-submit-83485/150.png,827,339,414,414
C2/12-2-4-submit-83485/012.png,823,343,408,408
C2/12-2-4-submit-83485/144.png,828,345,403,403
C2/12-2-4-submit-83485/036.png,818,337,419,419
C2/12-2-4-submit-83485/054.png,822,341,417,417
C2/12-2-4-submit-83485/072.png,823,344,420,420
C2/12-2-4-submit-83485/102.png,823,338,419,419
C2/12-2-4-submit-83485/060.png,827,344,407,407
C2/12-2-4-submit-83485/132.png,823,337,415,415
C2/12-2-4-submit-83485/084.png,824,335,422,422
C2/12-2-4-submit-83485/024.png,817,334,429,429
C2/12-2-4-submit-83485/138.png,-1,-1,-1,-1
C2/12-2-4-submit-83485/048.png,822,345,410,410
C2/12-2-4-submit-83485/090.png,825,345,408,408
C2/12-2-4-submit-83485/006.png,823,346,415,415
C2/12-2-4-submit-83485/078.png,820,347,421,421
C2/12-2-4-submit-83485/000.png,824,339,411,411
C2/12-2-4-submit-83485/120.png,825,342,412,412
C2/12-2-4-submit-83485/018.png,826,341,406,406
C2/12-2-4-submit-83485/066.png,820,345,417,417
C2/12-2-4-submit-83485/096.png,823,336,419,419
C2/12-2-4-submit-83485/114.png,825,337,418,418
C2/12-2-4-submit-83485/126.png,825,338,416,416
C2/12-2-4-submit-83485/042.png,828,344,407,407
C2/12-2-4-submit-83485/108.png,826,341,408,408
C2/12-2-4-submit-83619/030.png,274,117,138,138
C2/12-2-4-submit-83619/012.png,272,116,143,143
C2/12-2-4-submit-83619/036.png,271,115,146,146
C2/12-2-4-submit-83619/054.png,273,117,142,142
C2/12-2-4-submit-83619/072.png,271,114,147,147
C2/12-2-4-submit-83619/102.png,271,115,147,147
C2/12-2-4-submit-83619/060.png,270,115,148,148
C2/12-2-4-submit-83619/084.png,270,114,148,148
C2/12-2-4-submit-83619/024.png,270,115,146,146
C2/12-2-4-submit-83619/048.png,273,116,143,143
C2/12-2-4-submit-83619/090.png,271,115,147,147
C2/12-2-4-submit-83619/006.png,271,115,144,144
C2/12-2-4-submit-83619/078.png,272,115,145,145
C2/12-2-4-submit-83619/000.png,272,116,143,143
C2/12-2-4-submit-83619/120.png,271,115,147,147
C2/12-2-4-submit-83619/018.png,270,115,147,147
C2/12-2-4-submit-83619/066.png,272,116,144,144
C2/12-2-4-submit-83619/096.png,271,114,147,147
C2/12-2-4-submit-83619/114.png,271,115,147,147
C2/12-2-4-submit-83619/042.png,273,117,142,142
C2/12-2-4-submit-83619/108.png,271,114,147,147
C2/1-2-3-submit-00000/030.png,784,279,352,352
C2/1-2-3-submit-00000/012.png,776,285,356,356
C2/1-2-3-submit-00000/036.png,778,278,361,361
C2/1-2-3-submit-00000/054.png,783,278,355,355
C2/1-2-3-submit-00000/072.png,783,275,359,359
C2/1-2-3-submit-00000/102.png,775,276,361,361
C2/1-2-3-submit-00000/060.png,777,274,367,367
C2/1-2-3-submit-00000/084.png,780,276,364,364
C2/1-2-3-submit-00000/024.png,783,280,351,351
C2/1-2-3-submit-00000/048.png,784,282,349,349
C2/1-2-3-submit-00000/090.png,777,275,369,369
C2/1-2-3-submit-00000/006.png,770,283,364,364
C2/1-2-3-submit-00000/078.png,784,279,355,355
C2/1-2-3-submit-00000/000.png,778,292,352,352
C2/1-2-3-submit-00000/018.png,775,277,363,363
C2/1-2-3-submit-00000/066.png,787,282,348,348
C2/1-2-3-submit-00000/096.png,776,275,362,362
C2/1-2-3-submit-00000/114.png,776,281,359,359
C2/1-2-3-submit-00000/042.png,775,276,363,363
C2/1-2-3-submit-00000/108.png,776,282,356,356
C2/1-2-3-submit-82495/030.png,776,275,365,365
C2/1-2-3-submit-82495/012.png,780,288,349,349
C2/1-2-3-submit-82495/036.png,777,278,361,361
C2/1-2-3-submit-82495/054.png,776,276,366,366
C2/1-2-3-submit-82495/072.png,774,266,378,378
C2/1-2-3-submit-82495/102.png,772,275,367,367
C2/1-2-3-submit-82495/060.png,776,278,362,362
C2/1-2-3-submit-82495/084.png,779,279,358,358
C2/1-2-3-submit-82495/024.png,779,276,359,359
C2/1-2-3-submit-82495/048.png,773,271,367,367
C2/1-2-3-submit-82495/090.png,780,284,356,356
C2/1-2-3-submit-82495/006.png,773,288,363,363
C2/1-2-3-submit-82495/078.png,776,274,368,368
C2/1-2-3-submit-82495/000.png,772,288,364,364
C2/1-2-3-submit-82495/018.png,779,284,350,350
C2/1-2-3-submit-82495/066.png,773,266,376,376
C2/1-2-3-submit-82495/096.png,775,274,364,364
C2/1-2-3-submit-82495/114.png,777,285,356,356
C2/1-2-3-submit-82495/042.png,776,278,358,358
C2/1-2-3-submit-82495/108.png,778,285,351,351
C2/1-2-3-submit-82501/030.png,780,276,358,358
C2/1-2-3-submit-82501/012.png,771,281,362,362
C2/1-2-3-submit-82501/036.png,777,278,360,360
C2/1-2-3-submit-82501/054.png,777,276,361,361
C2/1-2-3-submit-82501/072.png,775,264,373,373
C2/1-2-3-submit-82501/102.png,777,280,355,355
C2/1-2-3-submit-82501/060.png,778,277,360,360
C2/1-2-3-submit-82501/084.png,782,280,352,352
C2/1-2-3-submit-82501/024.png,780,275,361,361
C2/1-2-3-submit-82501/048.png,776,270,363,363
C2/1-2-3-submit-82501/090.png,778,279,359,359
C2/1-2-3-submit-82501/006.png,772,284,362,362
C2/1-2-3-submit-82501/078.png,779,272,364,364
C2/1-2-3-submit-82501/000.png,766,281,378,378
C2/1-2-3-submit-82501/018.png,779,283,353,353
C2/1-2-3-submit-82501/066.png,775,268,371,371
C2/1-2-3-submit-82501/096.png,776,270,369,369
C2/1-2-3-submit-82501/114.png,771,282,358,358
C2/1-2-3-submit-82501/042.png,776,276,361,361
C2/1-2-3-submit-82501/108.png,774,279,361,361
C2/1-2-3-submit-82882/030.png,771,270,375,375
C2/1-2-3-submit-82882/012.png,770,277,370,370
C2/1-2-3-submit-82882/036.png,773,276,370,370
C2/1-2-3-submit-82882/054.png,780,273,362,362
C2/1-2-3-submit-82882/072.png,775,268,373,373
C2/1-2-3-submit-82882/102.png,768,271,376,376
C2/1-2-3-submit-82882/060.png,778,273,365,365
C2/1-2-3-submit-82882/084.png,774,272,370,370
C2/1-2-3-submit-82882/024.png,776,274,365,365
C2/1-2-3-submit-82882/048.png,776,274,363,363
C2/1-2-3-submit-82882/090.png,773,273,371,371
C2/1-2-3-submit-82882/006.png,766,281,369,369
C2/1-2-3-submit-82882/078.png,773,270,374,374
C2/1-2-3-submit-82882/000.png,771,284,362,362
C2/1-2-3-submit-82882/018.png,771,272,374,374
C2/1-2-3-submit-82882/066.png,773,270,374,374
C2/1-2-3-submit-82882/096.png,777,275,361,361
C2/1-2-3-submit-82882/114.png,766,277,373,373
C2/1-2-3-submit-82882/042.png,773,276,364,364
C2/1-2-3-submit-82882/108.png,770,278,373,373
C2/1-2-3-submit-82910/030.png,777,272,362,362
C2/1-2-3-submit-82910/012.png,768,277,369,369
C2/1-2-3-submit-82910/036.png,776,278,358,358
C2/1-2-3-submit-82910/054.png,778,276,359,359
C2/1-2-3-submit-82910/072.png,781,268,368,368
C2/1-2-3-submit-82910/102.png,778,279,356,356
C2/1-2-3-submit-82910/060.png,774,271,367,367
C2/1-2-3-submit-82910/084.png,779,280,354,354
C2/1-2-3-submit-82910/024.png,779,275,357,357
C2/1-2-3-submit-82910/048.png,780,272,359,359
C2/1-2-3-submit-82910/090.png,774,277,365,365
C2/1-2-3-submit-82910/006.png,775,287,355,355
C2/1-2-3-submit-82910/078.png,781,274,358,358
C2/1-2-3-submit-82910/000.png,775,287,354,354
C2/1-2-3-submit-82910/018.png,774,278,359,359
C2/1-2-3-submit-82910/066.png,778,269,370,370
C2/1-2-3-submit-82910/096.png,775,274,362,362
C2/1-2-3-submit-82910/114.png,768,279,368,368
C2/1-2-3-submit-82910/042.png,775,271,363,363
C2/1-2-3-submit-82910/108.png,766,273,378,378
C2/1-2-3-submit-82999/030.png,780,276,357,357
C2/1-2-3-submit-82999/012.png,775,283,353,353
C2/1-2-3-submit-82999/036.png,781,277,356,356
C2/1-2-3-submit-82999/054.png,782,276,355,355
C2/1-2-3-submit-82999/072.png,781,269,364,364
C2/1-2-3-submit-82999/102.png,778,278,355,355
C2/1-2-3-submit-82999/060.png,780,276,356,356
C2/1-2-3-submit-82999/084.png,781,278,356,356
C2/1-2-3-submit-82999/024.png,780,275,360,360
C2/1-2-3-submit-82999/048.png,773,266,373,373
C2/1-2-3-submit-82999/090.png,775,278,363,363
C2/1-2-3-submit-82999/006.png,774,284,359,359
C2/1-2-3-submit-82999/078.png,780,273,363,363
C2/1-2-3-submit-82999/000.png,774,285,363,363
C2/1-2-3-submit-82999/018.png,781,281,352,352
C2/1-2-3-submit-82999/066.png,783,273,359,359
C2/1-2-3-submit-82999/096.png,779,276,356,356
C2/1-2-3-submit-82999/114.png,773,281,358,358
C2/1-2-3-submit-82999/042.png,778,278,358,358
C2/1-2-3-submit-82999/108.png,774,279,361,361
C2/1-2-3-submit-83063/030.png,777,277,363,363
C2/1-2-3-submit-83063/012.png,776,283,354,354
C2/1-2-3-submit-83063/036.png,783,282,345,345
C2/1-2-3-submit-83063/054.png,779,276,357,357
C2/1-2-3-submit-83063/072.png,780,270,366,366
C2/1-2-3-submit-83063/102.png,779,282,352,352
C2/1-2-3-submit-83063/060.png,784,283,347,347
C2/1-2-3-submit-83063/084.png,789,286,338,338
C2/1-2-3-submit-83063/024.png,775,274,365,365
C2/1-2-3-submit-83063/048.png,775,270,368,368
C2/1-2-3-submit-83063/090.png,781,286,348,348
C2/1-2-3-submit-83063/006.png,770,281,370,370
C2/1-2-3-submit-83063/078.png,776,271,373,373
C2/1-2-3-submit-83063/000.png,774,289,359,359
C2/1-2-3-submit-83063/018.png,780,284,344,344
C2/1-2-3-submit-83063/066.png,776,268,369,369
C2/1-2-3-submit-83063/096.png,774,271,368,368
C2/1-2-3-submit-83063/114.png,775,285,353,353
C2/1-2-3-submit-83063/042.png,776,278,361,361
C2/1-2-3-submit-83063/108.png,768,277,372,372
C2/1-2-3-submit-83485/030.png,771,270,374,374
C2/1-2-3-submit-83485/012.png,774,281,359,359
C2/1-2-3-submit-83485/036.png,778,278,358,358
C2/1-2-3-submit-83485/054.png,782,277,357,357
C2/1-2-3-submit-83485/072.png,781,272,363,363
C2/1-2-3-submit-83485/102.png,774,274,367,367
C2/1-2-3-submit-83485/060.png,779,276,363,363
C2/1-2-3-submit-83485/084.png,779,277,361,361
C2/1-2-3-submit-83485/024.png,772,271,370,370
C2/1-2-3-submit-83485/048.png,778,274,359,359
C2/1-2-3-submit-83485/090.png,776,274,368,368
C2/1-2-3-submit-83485/006.png,775,284,363,363
C2/1-2-3-submit-83485/078.png,782,275,357,357
C2/1-2-3-submit-83485/000.png,771,288,366,366
C2/1-2-3-submit-83485/018.png,777,277,364,364
C2/1-2-3-submit-83485/066.png,779,275,359,359
C2/1-2-3-submit-83485/096.png,775,273,367,367
C2/1-2-3-submit-83485/114.png,770,276,369,369
C2/1-2-3-submit-83485/042.png,777,274,360,360
C2/1-2-3-submit-83485/108.png,775,277,364,364
C2/1-2-3-submit-83619/030.png,259,93,122,122
C2/1-2-3-submit-83619/012.png,258,96,120,120
C2/1-2-3-submit-83619/036.png,258,93,121,121
C2/1-2-3-submit-83619/054.png,261,95,119,119
C2/1-2-3-submit-83619/072.png,258,94,122,122
C2/1-2-3-submit-83619/060.png,260,93,121,121
C2/1-2-3-submit-83619/084.png,257,93,124,124
C2/1-2-3-submit-83619/024.png,261,95,117,117
C2/1-2-3-submit-83619/048.png,259,94,121,121
C2/1-2-3-submit-83619/090.png,257,94,122,122
C2/1-2-3-submit-83619/006.png,258,99,119,119
C2/1-2-3-submit-83619/078.png,258,93,123,123
C2/1-2-3-submit-83619/000.png,256,97,123,123
C2/1-2-3-submit-83619/018.png,260,94,119,119
C2/1-2-3-submit-83619/066.png,260,94,120,120
C2/1-2-3-submit-83619/096.png,257,96,119,119
C2/1-2-3-submit-83619/042.png,259,94,121,121
C2/14-1-2-submit-00000/030.png,808,203,370,370
C2/14-1-2-submit-00000/012.png,855,199,382,382
C2/14-1-2-submit-00000/144.png,816,202,372,372
C2/14-1-2-submit-00000/036.png,799,202,372,372
C2/14-1-2-submit-00000/054.png,802,204,370,370
C2/14-1-2-submit-00000/072.png,795,201,375,375
C2/14-1-2-submit-00000/102.png,806,199,381,381
C2/14-1-2-submit-00000/060.png,808,207,374,374
C2/14-1-2-submit-00000/132.png,831,196,369,369
C2/14-1-2-submit-00000/084.png,805,203,369,369
C2/14-1-2-submit-00000/024.png,814,209,371,371
C2/14-1-2-submit-00000/138.png,820,194,385,385
C2/14-1-2-submit-00000/048.png,795,198,382,382
C2/14-1-2-submit-00000/090.png,802,203,373,373
C2/14-1-2-submit-00000/006.png,876,200,388,388
C2/14-1-2-submit-00000/078.png,801,208,371,371
C2/14-1-2-submit-00000/000.png,882,210,383,383
C2/14-1-2-submit-00000/120.png,821,204,370,370
C2/14-1-2-submit-00000/018.png,823,198,386,386
C2/14-1-2-submit-00000/066.png,800,205,373,373
C2/14-1-2-submit-00000/096.png,812,206,364,364
C2/14-1-2-submit-00000/114.png,815,201,372,372
C2/14-1-2-submit-00000/126.png,824,194,378,378
C2/14-1-2-submit-00000/042.png,794,200,374,374
C2/14-1-2-submit-00000/108.png,811,199,375,375
C2/14-1-2-submit-82495/030.png,815,203,356,356
C2/14-1-2-submit-82495/012.png,860,198,369,369
C2/14-1-2-submit-82495/144.png,821,193,373,373
C2/14-1-2-submit-82495/036.png,809,199,360,360
C2/14-1-2-submit-82495/054.png,804,196,375,375
C2/14-1-2-submit-82495/072.png,804,200,362,362
C2/14-1-2-submit-82495/102.png,811,196,375,375
C2/14-1-2-submit-82495/060.png,812,202,366,366
C2/14-1-2-submit-82495/132.png,836,193,367,367
C2/14-1-2-submit-82495/084.png,805,199,370,370
C2/14-1-2-submit-82495/024.png,811,200,372,372
C2/14-1-2-submit-82495/138.png,825,190,374,374
C2/14-1-2-submit-82495/048.png,797,198,367,367
C2/14-1-2-submit-82495/090.png,802,194,376,376
C2/14-1-2-submit-82495/006.png,875,197,385,385
C2/14-1-2-submit-82495/078.png,797,195,380,380
C2/14-1-2-submit-82495/000.png,882,199,375,375
C2/14-1-2-submit-82495/120.png,824,195,370,370
C2/14-1-2-submit-82495/018.png,836,202,358,358
C2/14-1-2-submit-82495/066.png,805,197,369,369
C2/14-1-2-submit-82495/096.png,804,193,384,384
C2/14-1-2-submit-82495/114.png,815,194,369,369
C2/14-1-2-submit-82495/126.png,830,194,367,367
C2/14-1-2-submit-82495/042.png,797,197,371,371
